p_archivos,ej5,ej6
74,166630920,81929896
75,168185608,83877767
76,170784259,88543218
77,169484270,71988993
78,150499868,72977143
79,146662068,67989707
80,144739675,74540151
81,144549316,71500182
82,152647636,68558551
83,157313845,72247053
84,166019531,73664579
85,171253985,71162352
86,152982218,69665444
87,152011513,73318505
88,156405552,71559293
89,146839767,73340300
90,156765357,72031361
91,154963183,69372940
92,148573807,66604554
93,153648493,69843603
94,144343602,75561441
95,167900405,82525805
96,186327427,81997824
97,171931109,82935005
98,171106883,82592442
99,167598145,83427429
100,196392365,82529070
1,181983159,177317812
2,115129920,133681870
3,96310256,114293398
4,85745925,107511058
5,91274554,97144900
6,95686797,98333636
7,97658665,93098227
8,107981520,88471059
9,118948724,86542056
10,106962643,88016828
11,106865207,98828139
12,154868169,121441774
13,158440829,129414226
14,154195308,127131716
15,157877992,121564930
16,160927456,127366551
17,166329976,121484932
18,181622393,120317198
19,164635700,125453747
20,174664971,123794317
21,182684913,128261157
22,173983414,120137333
23,179282311,119560425
24,187338835,122192919
25,186960390,101784640
26,159898529,97422381
27,177187331,98493534
28,165759114,97145297
29,182142392,95785776
30,166665891,94272530
31,186394922,93760281
32,174518245,96853115
33,191150105,101602143
34,178290609,97786784
35,179799389,96127994
36,184547447,96471040
37,174269911,99984727
38,185002822,94162916
39,181301693,101627964
40,176812041,85077039
41,163314689,85910358
42,165033969,82123878
43,165209356,86100322
44,167133412,87579233
45,164849803,84968553
46,166111950,84933825
47,163994494,79390399
48,172499325,80694815
49,178082783,88459034
50,157110555,87531172
51,169711679,88331623
52,162646774,84404779
53,157316494,84494020
54,194296947,84752775
55,167514498,79242610
56,142341640,71363695
57,148821440,75223363
58,146875475,72539496
59,153399715,72728873
60,148566369,70047331
61,145035818,75713684
62,157424508,76161783
63,144381772,73246504
64,161330547,73391429
65,163007083,68178579
66,149116215,68848607
67,152068972,68698183
68,149364381,73394541
69,147012990,69422764
70,144591700,67454434
71,149785413,68932501
72,164009591,73594490
73,148924556,64284408
74,142493364,62809766
75,137859170,63426021
76,140200100,65126482
77,145517463,64671775
78,143984284,66136299
79,138636516,64327745
80,138014085,67736562
81,139039755,66825428
82,140512958,62826256
83,150761711,67651771
84,139555408,62502572
85,133871384,61778974
86,142166601,66693971
87,149960794,62287083
88,153018970,63103792
89,139716322,67257140
90,143858789,64274481
91,138546676,63795716
92,143389985,68492786
93,156568938,67611379
94,160588716,75614992
95,149386687,76270714
96,169971718,71687205
97,153389273,68170180
98,151867653,72890952
99,156183400,76278544
100,148433118,69751464
1,158836502,149913818
2,98631689,116308016
3,83776504,95066467
4,73027324,84255536
5,85758381,80306402
6,77077303,80882658
7,87387789,79253986
8,93368425,77240992
9,89750819,76444149
10,109050939,74009957
11,93337203,78378021
12,118415614,104316683
13,143178687,97217697
14,129711050,103095220
15,130889687,101809625
16,161143235,101129457
17,151387365,95671768
18,135054692,103770622
19,157411461,102799504
20,176996942,97728127
21,172742110,98815003
22,171503912,102089230
23,149290789,97398191
24,160205143,97272818
25,178151177,95199782
26,157983888,92104177
27,160718823,92980257
28,147115161,81702114
29,144851705,84766367
30,151101870,84154747
31,174099554,82378629
32,167524982,87328243
33,153700742,81003140
34,153300314,89563588
35,156682076,86680335
36,162553128,86308158
37,170916278,85691519
38,158552498,84821679
39,164321019,88911962
40,163629533,85899317
41,163916822,83410990
42,156660424,86700591
43,161574172,85513992
44,147991416,71756416
45,146344904,72159762
46,150330046,70769946
47,144678697,74398874
48,143916011,70923658
49,135650247,75477125
50,151621016,70937065
51,143953967,72064657
52,148785064,68529727
53,153698426,70246173
54,162814277,74151312
55,147963788,71128792
56,148430272,69765537
57,148188169,71901180
58,144494541,70293177
59,150420660,71737538
60,150659869,67608981
61,153342573,73506013
62,155152935,63027481
63,141946733,64364335
64,135077692,62099139
65,143855709,64354879
66,140252150,63520359
67,146477488,64940529
68,129923830,67808818
69,149986215,63646172
70,149346220,59947386
71,141843293,63561032
72,136132281,63759964
73,142218276,62733581
74,140433011,67085847
75,131065529,65182955
76,136484981,65994626
77,139363491,63950211
78,141900377,61209007
79,134972564,65572102
80,142514538,64221078
81,139216048,70259848
82,151754865,65564960
83,162656853,71411767
84,149905860,70965263
85,162087932,74114453
86,165799381,72586661
87,158735367,70477251
88,151173110,73647437
89,139460652,75778304
90,150185758,71334841
91,151587626,71303390
92,171446809,73746639
93,156008348,69220718
94,146272668,68490294
95,140350424,69379671
96,153322554,73067635
97,166547184,70502980
98,160374187,74714381
99,200363233,96285117
100,202595148,95082538
1,201384170,199160105
2,131747506,153393169
3,108386619,126509123
4,97021738,112504855
5,97340480,115801732
6,108067975,109816388
7,142782361,104087027
8,118374846,105533089
9,146108753,107677557
10,121971874,106215590
11,118451981,104869299
12,121959864,106253910
13,129779855,97954882
14,128002852,92592370
15,115075565,89389508
16,118156420,89152141
17,132765309,92956270
18,123639040,83877168
19,123165140,84253604
20,125561816,86214185
21,126707163,85397348
22,135902624,86814930
23,137634265,90870657
24,132543824,82707703
25,139953852,88107210
26,138638568,81206144
27,141448791,86438528
28,141829858,82405310
29,152884365,84169355
30,152068120,88193647
31,173703929,85277460
32,150900303,70457290
33,135623987,74470703
34,140382044,72345912
35,138619183,75974238
36,140848863,73491202
37,137552821,73225909
38,136323689,68418352
39,148177727,70215326
40,144102156,68466069
41,145966314,68284745
42,153362396,70699719
43,136358674,71075714
44,140981391,69674136
45,146864005,72590204
46,139580662,72364067
47,151358978,74224831
48,144948597,68921346
49,147742232,71124353
50,157652707,73346850
51,172030002,81700483
52,166603025,88301083
53,164425322,83247709
54,178189052,87786851
55,167443013,87371028
56,163058157,85380802
57,165471458,80789498
58,183292186,87622908
59,171699933,82290612
60,166448121,84779589
61,165707750,81476547
62,186918235,80993917
63,169334207,80645526
64,165457094,81738559
65,167144089,87771980
66,166364341,112385809
67,220586819,126360628
68,231153858,121078327
69,223962951,117586807
70,228938880,121480368
71,227503597,119545499
72,227300345,122133036
73,235922110,117908033
74,238186004,113563414
75,239623017,120225830
76,230321996,116820572
77,235925865,120752717
78,195858641,92945363
79,202048919,98176726
80,179742841,94567106
81,191236783,96825424
82,188800291,91662476
83,201631229,94809640
84,197704172,93449185
85,201503192,91670888
86,185273245,91259391
87,190362587,94740672
88,188152061,93288054
89,195980875,95633101
90,188071468,86898191
91,191380846,91332153
92,182680029,88358390
93,167602341,78461787
94,173349597,81886006
95,171964134,83070974
96,183670570,81834374
97,173023226,82996959
98,182655888,86382460
99,173680369,79750011
100,194065530,83701218
1,180951544,176976005
2,116241502,128774984
3,94321125,112085959
4,84290268,103198623
5,89142755,94496614
6,90315773,93164290
7,98698696,89095989
8,87632661,78136280
9,90408944,73464230
10,92999266,79403860
11,91027715,73809083
12,117638973,77638082
13,97162553,73400023
14,101222001,77822250
15,99124747,74992352
16,103625654,72248726
17,103938118,77253336
18,106988807,77287447
19,114779346,72970660
20,111556814,70853915
21,109483123,73973643
22,115862291,72849673
23,121135828,77203788
24,115106874,77298265
25,117844958,71293857
26,127299688,70285931
27,136967223,70325582
28,130235493,71069041
29,125140108,64826392
30,119382270,63048412
31,118795272,65330085
32,130276471,62552944
33,130973635,63612948
34,133323858,61144648
35,148773835,64231832
36,128733925,67165376
37,147584889,66008288
38,138607156,62452254
39,154034700,66402168
40,138755938,67770373
41,131463815,67213704
42,138172791,62553087
43,134028654,69450999
44,137408668,64139736
45,129635434,66710759
46,129867225,65520582
47,146311058,66488906
48,148408092,63799427
49,139416474,74298994
50,143886050,70076320
51,147907238,72119052
52,135341541,68894865
53,141122720,71046783
54,158859151,74418086
55,144305168,73844070
56,157426750,71509391
57,169502322,69390894
58,152868364,71661202
59,148039668,74232373
60,155211960,76160106
61,163616744,72265131
62,156952581,70222617
63,153402241,73652974
64,141926928,70475984
65,152725277,71552188
66,152421472,73713604
67,180054639,100027165
68,203409303,100892194
69,199495555,95783170
70,197805047,97708394
71,186820711,93725980
72,225399086,98316114
73,192978573,101117390
74,196397108,98497742
75,196381528,97647544
76,190623825,94288510
77,191772212,94104670
78,183544343,97917610
79,220105095,90464771
80,198629169,82741036
81,171040846,86358605
82,164874522,83069101
83,177951210,81091819
84,162283531,80950193
85,177628695,81792791
86,189026878,84476890
87,173873856,80912354
88,194706601,81122802
89,176534983,83474533
90,176377642,79443283
91,175797098,84096176
92,169087334,81120425
93,194697929,80734919
94,186374935,88834756
95,184115518,75435076
96,152090860,73085746
97,154132161,67435456
98,162430207,69508665
99,149460277,70046867
100,155233780,70233363
